3062: /app/bin/hmi 0
Address		  Kbytes     PSS   Dirty    Swap  Mode  Mapping
0000007f1478d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f1478f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f14791000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f14793000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f14795000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f14797000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f14799000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f1479b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f1479d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f1479f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147a1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147a3000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f147b3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147b5000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147b9000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147bb000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147bd000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147bf000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147c1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147c3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147c5000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f147d5000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147d7000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147d9000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147da000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147dc000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147dd000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147df000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147e1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147e3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147e5000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147e7000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147e9000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147eb000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147ed000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147ef000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147f1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147f3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147f5000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147f7000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f147f9000       4       0       0       0  ---p    [ anon ]
0000007f147fa000    8192       8       8       0  rw-p    [ anon ]
0000007f14ffa000       4       0       0       0  ---p    [ anon ]
0000007f14ffb000    8192      12      12       0  rw-p    [ anon ]
0000007f157fb000       4       0       0       0  ---p    [ anon ]
0000007f157fc000    8192      12      12       0  rw-p    [ anon ]
0000007f15ffc000       4       0       0       0  ---p    [ anon ]
0000007f15ffd000    8192      12      12       0  rw-p    [ anon ]
0000007f167fd000       4       0       0       0  ---p    [ anon ]
0000007f167fe000    8192      16      16       0  rw-p    [ anon ]
0000007f16ffe000       4       0       0       0  ---p    [ anon ]
0000007f16fff000    8192      12      12       0  rw-p    [ anon ]
0000007f177ff000       4       0       0       0  ---p    [ anon ]
0000007f17800000    8192       8       8       0  rw-p    [ anon ]
0000007f18000000     860     860     860       0  rw-p    [ anon ]
0000007f180d7000   64676       0       0       0  ---p    [ anon ]
0000007f1c000000     360     352     352       0  rw-p    [ anon ]
0000007f1c05a000   65176       0       0       0  ---p    [ anon ]
0000007f20000000    1124    1032    1032       0  rw-p    [ anon ]
0000007f20119000   64412       0       0       0  ---p    [ anon ]
0000007f24000000     956     956     956       0  rw-p    [ anon ]
0000007f240ef000   64580       0       0       0  ---p    [ anon ]
0000007f28000000     228     228     228       0  rw-p    [ anon ]
0000007f28039000   65308       0       0       0  ---p    [ anon ]
0000007f2c000000     348     340     340       0  rw-p    [ anon ]
0000007f2c057000   65188       0       0       0  ---p    [ anon ]
0000007f30000000    1096    1096    1096       0  rw-p    [ anon ]
0000007f30112000   64440       0       0       0  ---p    [ anon ]
0000007f34000000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34002000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f34012000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34015000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34017000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34019000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3401b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3401d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3401f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34021000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34023000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34025000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34027000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34029000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3402b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3402d000      64      56      56       0  rw-s  /dev/kgsl-3d0
0000007f3403d000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3403e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34040000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34042000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34044000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34046000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34048000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3404a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3404c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3404e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34052000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34054000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34056000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34058000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34059000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3405c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3405e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34060000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34062000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34064000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34066000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34068000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3406a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3406c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3406e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34070000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34072000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34076000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34078000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3407a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3407c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3407e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34080000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34082000      16      16      16       0  rw-s  /dev/kgsl-3d0
0000007f34086000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34088000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3408a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3408c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3408e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34090000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34092000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34093000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34095000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34097000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34099000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3409b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3409d000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340a0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340a2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340a5000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340a6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340a8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340ae000      16       8       8       0  rw-s  /dev/kgsl-3d0
0000007f340b2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340b4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340b6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340b8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340bc000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340be000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340c0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340c2000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f340d2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340d4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340d6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340d8000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340d9000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340db000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340dd000      64      36      36       0  rw-s  /dev/kgsl-3d0
0000007f340f0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340f2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340f4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340f6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340f8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340fa000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340fc000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f340fe000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34100000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34102000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34104000      32      24      24       0  rw-s  /dev/kgsl-3d0
0000007f3410c000      32      24      24       0  rw-s  /dev/kgsl-3d0
0000007f34114000      16      16      16       0  rw-s  /dev/kgsl-3d0
0000007f34118000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3411a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3411e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34122000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34128000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3412c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34130000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34132000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34136000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34138000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3413a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3413c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3413e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34140000      64      20      20       0  rw-s  /dev/kgsl-3d0
0000007f34150000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f34160000      32      32      32       0  rw-s  /dev/kgsl-3d0
0000007f34168000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f34178000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3417a000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3417b000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3417c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3417e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34180000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34181000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34183000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34185000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34187000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34189000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3418d000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3418e000      64      60      60       0  rw-s  /dev/kgsl-3d0
0000007f3419e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341a0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341a2000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341a3000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341a4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341a6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341a8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341ad000     128     108     108       0  rw-s  /dev/kgsl-3d0
0000007f341cd000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f341dd000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341e1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341e3000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341e4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341e6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341e8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341ea000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341ec000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341ee000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341f0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341f2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341f6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341fa000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341fc000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f341fe000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34200000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34202000      16      16      16       0  rw-s  /dev/kgsl-3d0
0000007f34206000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34208000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3420a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3420c000       8       8       8       0  rw-s  /dev/kgsl-3d0
0000007f3420e000      16      16      16       0  rw-s  /dev/kgsl-3d0
0000007f34212000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34214000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f34228000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3422a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3422c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3422e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34234000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34236000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34238000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3423a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3423e000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3423f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34241000      16      16      16       0  rw-s  /dev/kgsl-3d0
0000007f34245000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34248000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34249000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3424b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3424d000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3424e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34250000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34254000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34256000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34258000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3425a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3425c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3425e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34260000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34262000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34264000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34266000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34268000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3426a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3426c000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3426d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3426f000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34270000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34271000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34273000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34275000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34277000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34279000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3427b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3427d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3427f000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34280000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34282000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3428a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3428c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3428e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34290000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34292000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34296000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3429a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342a1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342a3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342a8000     128     108     108       0  rw-s  /dev/kgsl-3d0
0000007f342c8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342ca000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342cc000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342ce000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342d0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342d2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342d4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342d6000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342d8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342da000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342dc000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342de000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342e0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342e2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342e4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342e8000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342ec000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342ee000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342f0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342f2000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f342f4000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f34304000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f34314000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34326000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3432a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3432c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3432e000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34330000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34334000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34336000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34338000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3433a000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3433b000      32      20      20       0  rw-s  /dev/kgsl-3d0
0000007f34343000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34345000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34347000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34349000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3434b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3434d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3434f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34351000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34353000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34355000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34357000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34359000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3435b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3435f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34361000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34365000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34367000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34369000     128     108     108       0  rw-s  /dev/kgsl-3d0
0000007f34389000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3438a000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3438c000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3438e000     128     104     104       0  rw-s  /dev/kgsl-3d0
0000007f343ae000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343b0000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343b4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343b6000      16      16      16       0  rw-s  /dev/kgsl-3d0
0000007f343ba000      32      20      20       0  rw-s  /dev/kgsl-3d0
0000007f343d4000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343d6000       8       8       8       0  rw-s  /dev/kgsl-3d0
0000007f343e8000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343e9000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343eb000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343ed000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343ef000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343f1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343f3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343f5000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343f7000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343f9000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f343fb000     128     108     108       0  rw-s  /dev/kgsl-3d0
0000007f3441b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3441f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34421000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34423000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34425000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34427000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34429000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3442b000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f3443b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3443d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3443f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34441000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34443000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34445000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34447000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34449000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3444b000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f3445b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3445d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3445f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34461000       8       8       8       0  rw-s  /dev/kgsl-3d0
0000007f34463000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34465000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34467000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34469000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3446b000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f3447b000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3447d000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f3447f000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34481000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34483000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f34495000      64      36      36       0  rw-s  /dev/kgsl-3d0
0000007f344a7000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344a8000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344ad000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344b3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344b9000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344bf000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344c1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344c3000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344c5000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344c9000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344ca000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344cb000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344ce000       4       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344cf000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344d1000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344d5000      64      40      40       0  rw-s  /dev/kgsl-3d0
0000007f344e7000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344e9000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344eb000       8       4       4       0  rw-s  /dev/kgsl-3d0
0000007f344ed000       8       4       4       0  rw-s  /dev/kgsl-3d0
