3791: mediaservice 0 0
Address		  Kbytes     PSS   Dirty    Swap  Mode  Mapping
0000007f91673000      64       0       0       0  ---p  /usr/lib/liborc-0.4.so.0.25.0
0000007f91683000       8       8       8       0  r--p  /usr/lib/liborc-0.4.so.0.25.0
0000007f91685000      16      16      16       0  rw-p  /usr/lib/liborc-0.4.so.0.25.0
0000007f91689000     148       6       0       0  r-xp  /usr/lib/liblzma.so.5.2.4
0000007f916ae000      60       0       0       0  ---p  /usr/lib/liblzma.so.5.2.4
0000007f916bd000       4       4       4       0  r--p  /usr/lib/liblzma.so.5.2.4
0000007f916be000       4       4       4       0  rw-p  /usr/lib/liblzma.so.5.2.4
0000007f916bf000       8       8       8       0  rw-p    [ anon ]
0000007f916c1000     312       3       0       0  r-xp  /lib/libblkid.so.1.1.0
0000007f9170f000      64       0       0       0  ---p  /lib/libblkid.so.1.1.0
0000007f9171f000      16      16      16       0  r--p  /lib/libblkid.so.1.1.0
0000007f91723000       4       4       4       0  rw-p  /lib/libblkid.so.1.1.0
0000007f91724000    1452       3       0       0  r-xp  /usr/lib/libsamplerate.so.0.1.9
0000007f9188f000      60       0       0       0  ---p  /usr/lib/libsamplerate.so.0.1.9
0000007f9189e000       4       4       4       0  r--p  /usr/lib/libsamplerate.so.0.1.9
0000007f9189f000       4       4       4       0  rw-p  /usr/lib/libsamplerate.so.0.1.9
0000007f918a0000     976       8       0       0  r-xp  /usr/lib/libasound.so.2.0.0
0000007f91994000      60       0       0       0  ---p  /usr/lib/libasound.so.2.0.0
0000007f919a3000      32      32      32       0  r--p  /usr/lib/libasound.so.2.0.0
0000007f919ab000       4       4       4       0  rw-p  /usr/lib/libasound.so.2.0.0
0000007f919ac000    2432      28       0       0  r-xp  /usr/lib/libcrypto.so.1.1
0000007f91c0c000      64       0       0       0  ---p  /usr/lib/libcrypto.so.1.1
0000007f91c1c000     164     164     164       0  r--p  /usr/lib/libcrypto.so.1.1
0000007f91c45000       8       8       8       0  rw-p  /usr/lib/libcrypto.so.1.1
0000007f91c47000      16       4       4       0  rw-p    [ anon ]
0000007f91c4b000     100       3       0       0  r-xp  /lib/libusb-1.0.so.0.1.0
0000007f91c64000      64       0       0       0  ---p  /lib/libusb-1.0.so.0.1.0
0000007f91c74000       4       4       4       0  r--p  /lib/libusb-1.0.so.0.1.0
0000007f91c75000       4       4       4       0  rw-p  /lib/libusb-1.0.so.0.1.0
0000007f91c76000       8       8       8       0  rw-p    [ anon ]
0000007f91c78000     380       3       0       0  r-xp  /app/lib/libjpeg.so.1.0.8
0000007f91cd7000      64       0       0       0  ---p  /app/lib/libjpeg.so.1.0.8
0000007f91ce7000       4       4       4       0  r--p  /app/lib/libjpeg.so.1.0.8
0000007f91ce8000       4       4       4       0  rw-p  /app/lib/libjpeg.so.1.0.8
0000007f91ce9000     416       3       0       0  r-xp  /app/lib/libtiff.so.3.9.4
0000007f91d51000      60       0       0       0  ---p  /app/lib/libtiff.so.3.9.4
0000007f91d60000      12      12      12       0  r--p  /app/lib/libtiff.so.3.9.4
0000007f91d63000       4       4       4       0  rw-p  /app/lib/libtiff.so.3.9.4
0000007f91d64000      96       0       0       0  rw-p    [ anon ]
0000007f91d7c000     208       3       0       0  r-xp  /app/lib/libraw.so.1.8.93
0000007f91db0000      64       0       0       0  ---p  /app/lib/libraw.so.1.8.93
0000007f91dc0000      12      12      12       0  r--p  /app/lib/libraw.so.1.8.93
0000007f91dc3000       4       4       4       0  rw-p  /app/lib/libraw.so.1.8.93
0000007f91dc4000      16       0       0       0  rw-p    [ anon ]
0000007f91dc8000     232       3       0       0  r-xp  /app/lib/libpsd.so.1.0.9
0000007f91e02000      60       0       0       0  ---p  /app/lib/libpsd.so.1.0.9
0000007f91e11000       4       4       4       0  r--p  /app/lib/libpsd.so.1.0.9
0000007f91e12000       4       4       4       0  rw-p  /app/lib/libpsd.so.1.0.9
0000007f91e13000       4       0       0       0  rw-p    [ anon ]
0000007f91e14000     212       3       0       0  r-xp  /usr/lib/libpng16.so.16.37.0
0000007f91e49000      60       0       0       0  ---p  /usr/lib/libpng16.so.16.37.0
0000007f91e58000       4       4       4       0  r--p  /usr/lib/libpng16.so.16.37.0
0000007f91e59000       4       4       4       0  rw-p  /usr/lib/libpng16.so.16.37.0
0000007f91e5a000     388       3       0       0  r-xp  /app/lib/libjasper.so.1.900.1
0000007f91ebb000      60       0       0       0  ---p  /app/lib/libjasper.so.1.900.1
0000007f91eca000       4       4       4       0  r--p  /app/lib/libjasper.so.1.900.1
0000007f91ecb000      12      12      12       0  rw-p  /app/lib/libjasper.so.1.900.1
0000007f91ece000      36       8       8       0  rw-p    [ anon ]
0000007f91ed7000    1696       7       0       0  r-xp  /usr/lib/libgsl.so
0000007f9207f000      64       0       0       0  ---p  /usr/lib/libgsl.so
0000007f9208f000       4       4       4       0  r--p  /usr/lib/libgsl.so
0000007f92090000       4       4       4       0  rw-p  /usr/lib/libgsl.so
0000007f92091000       4       0       0       0  rw-p    [ anon ]
0000007f92092000      72       7       0       0  r-xp  /usr/lib/libadreno_utils.so
0000007f920a4000      64       0       0       0  ---p  /usr/lib/libadreno_utils.so
0000007f920b4000       4       4       4       0  r--p  /usr/lib/libadreno_utils.so
0000007f920b5000       4       4       4       0  rw-p  /usr/lib/libadreno_utils.so
0000007f920b6000       8       0       0       0  rw-p    [ anon ]
0000007f920b8000      40       1       0       0  r-xp  /usr/lib/liblog.so.0.0.0
0000007f920c2000      60       0       0       0  ---p  /usr/lib/liblog.so.0.0.0
0000007f920d1000       4       4       4       0  r--p  /usr/lib/liblog.so.0.0.0
0000007f920d2000       4       4       4       0  rw-p  /usr/lib/liblog.so.0.0.0
0000007f920d3000      60       2       0       0  r-xp  /usr/lib/libcutils.so.0.0.0
0000007f920e2000      60       0       0       0  ---p  /usr/lib/libcutils.so.0.0.0
0000007f920f1000       8       8       8       0  r--p  /usr/lib/libcutils.so.0.0.0
0000007f920f3000       4       4       4       0  rw-p  /usr/lib/libcutils.so.0.0.0
0000007f920f4000       8       8       8       0  rw-p    [ anon ]
0000007f920f6000     112       8       0       0  r-xp  /usr/lib/libgbm.so
0000007f92112000      60       0       0       0  ---p  /usr/lib/libgbm.so
0000007f92121000       4       4       4       0  r--p  /usr/lib/libgbm.so
0000007f92122000       4       4       4       0  rw-p  /usr/lib/libgbm.so
0000007f92123000      12       3       0       0  r-xp  /usr/lib/libgstallocators-1.0.so.0.1603.0
0000007f92126000      64       0       0       0  ---p  /usr/lib/libgstallocators-1.0.so.0.1603.0
0000007f92136000       4       4       4       0  r--p  /usr/lib/libgstallocators-1.0.so.0.1603.0
0000007f92137000       4       4       4       0  rw-p  /usr/lib/libgstallocators-1.0.so.0.1603.0
0000007f92138000       8       2       0       0  r-xp  /usr/lib/libgstwayland-1.0.so.0.1603.0
0000007f9213a000      60       0       0       0  ---p  /usr/lib/libgstwayland-1.0.so.0.1603.0
0000007f92149000       4       4       4       0  r--p  /usr/lib/libgstwayland-1.0.so.0.1603.0
0000007f9214a000       4       4       4       0  rw-p  /usr/lib/libgstwayland-1.0.so.0.1603.0
0000007f9214b000      24       1       0       0  r-xp  /lib/libcap.so.2.32
0000007f92151000      64       0       0       0  ---p  /lib/libcap.so.2.32
0000007f92161000       4       4       4       0  r--p  /lib/libcap.so.2.32
0000007f92162000       4       4       4       0  rw-p  /lib/libcap.so.2.32
0000007f92163000     708      16       0       0  r-xp  /lib/libsystemd.so.0.27.1
0000007f92214000      60       0       0       0  ---p  /lib/libsystemd.so.0.27.1
0000007f92223000      16      16      16       0  r--p  /lib/libsystemd.so.0.27.1
0000007f92227000       4       4       4       0  rw-p  /lib/libsystemd.so.0.27.1
0000007f92228000      12      12      12       0  rw-p    [ anon ]
0000007f9222b000     340       7       0       0  r-xp  /usr/lib/libdbus-1.so.3.19.13
0000007f92280000      64       0       0       0  ---p  /usr/lib/libdbus-1.so.3.19.13
0000007f92290000       8       8       8       0  r--p  /usr/lib/libdbus-1.so.3.19.13
0000007f92292000       4       4       4       0  rw-p  /usr/lib/libdbus-1.so.3.19.13
0000007f92293000      28       3       0       0  r-xp  /usr/lib/libogg.so.0.8.4
0000007f9229a000      64       0       0       0  ---p  /usr/lib/libogg.so.0.8.4
0000007f922aa000       4       4       4       0  r--p  /usr/lib/libogg.so.0.8.4
0000007f922ab000       4       4       4       0  rw-p  /usr/lib/libogg.so.0.8.4
0000007f922ac000     176      44       0       0  r-xp  /usr/lib/libvorbis.so.0.4.8
0000007f922d8000      60       0       0       0  ---p  /usr/lib/libvorbis.so.0.4.8
0000007f922e7000       4       4       4       0  r--p  /usr/lib/libvorbis.so.0.4.8
0000007f922e8000       4       4       4       0  rw-p  /usr/lib/libvorbis.so.0.4.8
0000007f922e9000     556      10       0       0  r-xp  /usr/lib/libvorbisenc.so.2.0.11
0000007f92374000      60       0       0       0  ---p  /usr/lib/libvorbisenc.so.2.0.11
0000007f92383000      92      92      92       0  r--p  /usr/lib/libvorbisenc.so.2.0.11
0000007f9239a000       4       4       4       0  rw-p  /usr/lib/libvorbisenc.so.2.0.11
0000007f9239b000     212      72       0       0  r-xp  /usr/lib/libFLAC.so.8.3.0
0000007f923d0000      60       0       0       0  ---p  /usr/lib/libFLAC.so.8.3.0
0000007f923df000       4       4       4       0  r--p  /usr/lib/libFLAC.so.8.3.0
0000007f923e0000       4       4       4       0  rw-p  /usr/lib/libFLAC.so.8.3.0
0000007f923e1000     496       8       0       0  r-xp  /usr/lib/libsndfile.so.1.0.28
0000007f9245d000      60       0       0       0  ---p  /usr/lib/libsndfile.so.1.0.28
0000007f9246c000      12      12      12       0  r--p  /usr/lib/libsndfile.so.1.0.28
0000007f9246f000       4       4       4       0  rw-p  /usr/lib/libsndfile.so.1.0.28
0000007f92470000      16       8       8       0  rw-p    [ anon ]
0000007f92474000     480      66       0       0  r-xp  /usr/lib/pulseaudio/libpulsecommon-13.0.so
0000007f924ec000      64       0       0       0  ---p  /usr/lib/pulseaudio/libpulsecommon-13.0.so
0000007f924fc000       8       8       8       0  r--p  /usr/lib/pulseaudio/libpulsecommon-13.0.so
0000007f924fe000       4       4       4       0  rw-p  /usr/lib/pulseaudio/libpulsecommon-13.0.so
0000007f924ff000    1288     284       0       0  r-xp  /usr/lib/libgstreamer-1.0.so.0.1603.0
0000007f92641000      64       0       0       0  ---p  /usr/lib/libgstreamer-1.0.so.0.1603.0
0000007f92651000      28      28      28       0  r--p  /usr/lib/libgstreamer-1.0.so.0.1603.0
