Mode    Mapping                                                           Kbytes    PSS  Dirty
0       rw-p /usr/lib/libbz2.so.1.0.8                                          4      4      4
0       rw-p /lib/libswresample.so.3.5.100                                     4      4      4
0       rw-p /lib/libswscale.so.5.5.100                                        4      4      4
0       rw-p /lib/libavutil.so.56.31.100                                       4      4      4
0       rw-p /usr/lib/gstreamer-1.0/libgstlibav.so                             4      4      4
0       r--p /usr/lib/gstreamer-1.0/libgstaudioparsers.so                      4      4      4
0       rw-p /usr/lib/gstreamer-1.0/libgstaudioparsers.so                      4      4      4
0       r--p /usr/lib/gstreamer-1.0/libgstid3demux.so                          4      4      4
0       rw-p /usr/lib/gstreamer-1.0/libgstid3demux.so                          4      4      4
0       r--p /usr/lib/gstreamer-1.0/libgsttypefindfunctions.so                 4      4      4
0       rw-p /usr/lib/gstreamer-1.0/libgstcoreelements.so                      4      4      4
0       rw-p /usr/lib/gstreamer-1.0/libgstplayback.so                          4      4      4
0       r--p /lib/libnss_compat-2.31.so                                        4      4      4
0       rw-p /lib/libnss_compat-2.31.so                                        4      4      4
0       r--p /usr/lib/libFLAC.so.8.3.0                                         4      4      4
0       rw-p /usr/lib/libFLAC.so.8.3.0                                         4      4      4
0       r--p /usr/lib/gstreamer-1.0/libgstflac.so                              4      4      4
0       rw-p /usr/lib/gstreamer-1.0/libgstflac.so                              4      4      4
0       r--p /usr/lib/gstreamer-1.0/libgstsubparse.so                          4      4      4
0       rw-s /SYSVa8800086                                                     4      2      0
0       rw-s /SYSV16328683                                                     4      1      0
0       rw-s /SYSV042bbe7f                                                     4      0      0
0       rw-s /SYSV032bbe7f                                                     4      0      0
0       rw-s /SYSV0fe00101                                                     4      0      0
0       rw-s /SYSVabe01001                                                     4      2      0
0       rw-s /SYSV5c0a0005                                                     4      0      0
0       rw-p /usr/lib/libwayland-server.so.0.1.0                               4      4      4
0       r--p /usr/lib/libgbm.so                                                4      4      4
0       rw-p /usr/lib/libgbm.so                                                4      4      4
0       rw-p /usr/lib/libeglSubDriverWayland.so                                4      4      4
0       rw-s /SYSVa8800084                                                     4      0      0
0       rw-s /SYSV012bbe8c                                                     4      0      0
0       rw-p /lib/libblkid.so.1.1.0                                            4      4      4
0       r--p /usr/lib/libion.so.0.0.0                                          4      4      4
0       rw-p /usr/lib/libion.so.0.0.0                                          4      4      4
0       r--p /usr/lib/libsync.so.0.0.0                                         4      4      4
0       rw-p /usr/lib/libsync.so.0.0.0                                         4      4      4
0       rw-p /usr/lib/libgstbase-1.0.so.0.1603.0                               4      4      4
0       rw-p /usr/lib/libgstaudio-1.0.so.0.1603.0                              4      4      4
0       rw-p /usr/lib/libgstvideo-1.0.so.0.1603.0                              4      4      4
0       r--p /lib/libresolv-2.31.so                                            4      4      4
0       rw-p /lib/libresolv-2.31.so                                            4      4      4
0       r--p /lib/libselinux.so.1                                              4      4      4
0       rw-p /lib/libselinux.so.1                                              4      4      4
0       rw-p /lib/libmount.so.1.1.0                                            4      4      4
0       r--p /lib/libpcre.so.1.2.12                                            4      4      4
0       rw-p /lib/libpcre.so.1.2.12                                            4      4      4
0       r--p /app/lib/libjpeg.so.1.0.8                                         4      4      4
0       rw-p /app/lib/libjpeg.so.1.0.8                                         4      4      4
0       rw-p /app/lib/libtiff.so.3.9.4                                         4      4      4
0       rw-p /app/lib/libraw.so.1.8.93                                         4      4      4
0       r--p /app/lib/libpsd.so.1.0.9                                          4      4      4
0       rw-p /app/lib/libpsd.so.1.0.9                                          4      4      4
0       r--p /app/lib/libjasper.so.1.900.1                                     4      4      4
0       r--p /usr/lib/libgsl.so                                                4      4      4
0       rw-p /usr/lib/libgsl.so                                                4      4      4
0       r--p /usr/lib/libadreno_utils.so                                       4      4      4
0       rw-p /usr/lib/libadreno_utils.so                                       4      4      4
0       r--p /usr/lib/liblog.so.0.0.0                                          4      4      4
0       rw-p /usr/lib/liblog.so.0.0.0                                          4      4      4
0       rw-p /usr/lib/libcutils.so.0.0.0                                       4      4      4
0       r--p /lib/libudev.so.1.6.16                                            4      4      4
0       rw-p /lib/libudev.so.1.6.16                                            4      4      4
0       r--p /usr/lib/libffi.so.7.1.0                                          4      4      4
0       rw-p /usr/lib/libffi.so.7.1.0                                          4      4      4
0       rw-p /app/lib/libdevice.so.1.0.0                                       4      4      4
0       r--p /usr/lib/libsamplerate.so.0.1.9                                   4      4      4
0       rw-p /usr/lib/libsamplerate.so.0.1.9                                   4      4      4
0       rw-p /usr/lib/libasound.so.2.0.0                                       4      4      4
0       r--p /usr/lib/libgstcontroller-1.0.so.0.1603.0                         4      4      4
0       rw-p /usr/lib/libgstcontroller-1.0.so.0.1603.0                         4      4      4
0       rw-p /usr/lib/libgsttag-1.0.so.0.1603.0                                4      4      4
0       rw-p /usr/lib/libgstpbutils-1.0.so.0.1603.0                            4      4      4
0       r--p /app/lib/libipcassistant.so.0.0.1                                 4      4      4
0       rw-p /app/lib/libipcassistant.so.0.0.1                                 4      4      4
0       r-xp /usr/lib/libgthread-2.0.so.0.6200.6                               4      0      0
0       r--p /usr/lib/libgthread-2.0.so.0.6200.6                               4      4      4
0       rw-p /usr/lib/libgthread-2.0.so.0.6200.6                               4      4      4
0       r--p /usr/lib/libgmodule-2.0.so.0.6200.6                               4      4      4
0       rw-p /usr/lib/libgmodule-2.0.so.0.6200.6                               4      4      4
0       rw-p /usr/lib/libgobject-2.0.so.0.6200.6                               4      4      4
0       rw-p /usr/lib/libgio-2.0.so.0.6200.6                                   4      4      4
0       r--p /usr/lib/libglib-2.0.so.0.6200.6                                  4      4      4
0       rw-p /usr/lib/libglib-2.0.so.0.6200.6                                  4      4      4
0       r--p /lib/libdl-2.31.so                                                4      4      4
0       rw-p /lib/libdl-2.31.so                                                4      4      4
0       r--p /lib/librt-2.31.so                                                4      4      4
0       rw-p /lib/librt-2.31.so                                                4      4      4
0       r--p /app/lib/libservice.so.1.0.0                                      4      4      4
0       rw-p /app/lib/libservice.so.1.0.0                                      4      4      4
0       r--p /app/lib/libpinyin.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libfdbus.so                                              4      4      4
0       rw-p /app/lib/libcximage.so.7.0.0                                      4      4      4
0       r--p /usr/lib/libpng16.so.16.37.0                                      4      4      4
0       rw-p /usr/lib/libpng16.so.16.37.0                                      4      4      4
0       rw-p /usr/lib/libfreetype.so.6.17.1                                    4      4      4
0       r--p /usr/lib/libEGL_adreno.so                                         4      4      4
0       rw-p /usr/lib/libEGL_adreno.so                                         4      4      4
0       r--p /lib/libusb-1.0.so.0.1.0                                          4      4      4
0       rw-p /lib/libusb-1.0.so.0.1.0                                          4      4      4
0       r--p /app/lib/libtouch.so.0.0.1                                        4      4      4
0       rw-p /app/lib/libtouch.so.0.0.1                                        4      4      4
0       r-xp /usr/lib/libwayland-egl.so.1.0.0                                  4      0      0
0       r--p /usr/lib/libwayland-egl.so.1.0.0                                  4      4      4
0       rw-p /usr/lib/libwayland-egl.so.1.0.0                                  4      4      4
0       rw-p /usr/lib/libwayland-client.so.0.3.0                               4      4      4
0       r--p /lib/libz.so.1.2.11                                               4      4      4
0       rw-p /lib/libz.so.1.2.11                                               4      4      4
0       r--p /lib/libgcc_s.so.1                                                4      4      4
0       rw-p /lib/libgcc_s.so.1                                                4      4      4
0       r--p /lib/libm-2.31.so                                                 4      4      4
0       rw-p /lib/libm-2.31.so                                                 4      4      4
0       rw-p /usr/lib/libstdc++.so.6.0.29                                      4      4      4
0       rw-p /app/lib/libreflectcpp.so.0.17.0                                  4      4      4
0       rw-p /app/lib/libspdlog.so.1.14.1                                      4      4      4
0       rw-p /app/lib/libcvi-lib-log.so                                        4      4      4
0       r--p /usr/lib/libjsoncpp.so.1.0.0                                      4      4      4
0       rw-p /usr/lib/libjsoncpp.so.1.0.0                                      4      4      4
0       rw-p /app/lib/libvehicle.so.1.0.0                                      4      4      4
0       rw-p /app/lib/libfast.so.1.0.0                                         4      4      4
0       r--p /app/lib/libTestActionApi.so.1.0.0                                4      4      4
0       rw-p /app/lib/libTestActionApi.so.1.0.0                                4      4      4
0       rw-p /app/lib/libdeviceclient.so.1.0.0                                 4      4      4
0       r--p /app/lib/libfilemgr.so.1.0.0                                      4      4      4
0       rw-p /app/lib/libfilemgr.so.1.0.0                                      4      4      4
0       rw-p /app/lib/libappmgrProxy.so.0.0.1                                  4      4      4
0       rw-p /app/lib/libengineeringProxy.so.0.0.1                             4      4      4
0       rw-p /app/lib/libkeylocater.so.0.0.1                                   4      4      4
0       rw-p /app/lib/liblogsystem.so.1.0.0                                    4      4      4
0       rw-p /app/lib/libkeyhandler.so.0.0.1                                   4      4      4
0       rw-p /app/lib/liblocation.so.1.0.0                                     4      4      4
0       rw-p /app/lib/libnavigation.so.1.0.0                                   4      4      4
0       rw-p /app/lib/libwifi.so.1.0.0                                         4      4      4
0       r--p /app/lib/libthumbnail.so.1.0.0                                    4      4      4
0       rw-p /app/lib/libthumbnail.so.1.0.0                                    4      4      4
0       r--p /app/lib/libgestures.so.1.0.0                                     4      4      4
0       rw-p /app/lib/libgestures.so.1.0.0                                     4      4      4
0       r--p /usr/lib/libtinyxml2.so.8.0.0                                     4      4      4
0       rw-p /usr/lib/libtinyxml2.so.8.0.0                                     4      4      4
0       rw-p /app/lib/libdeviceappclient.so.1.0.0                              4      4      4
0       r--p /app/lib/libremote.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libremote.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libaa.so.0.0.1                                           4      4      4
0       rw-p /app/lib/libcarplay.so.1.0.0                                      4      4      4
0       r--p /app/lib/libavinfo.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libavinfo.so.1.0.0                                       4      4      4
0       r--p /app/lib/libconfig.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libconfig.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libipod.so.1.0.0                                         4      4      4
0       rw-p /app/lib/libcamera.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libaudio.so.1.0.0                                        4      4      4
0       rw-p /app/lib/libmedia-player.so.1.0.0                                 4      4      4
0       r--p /usr/lib/libboost_filesystem.so.1.72.0                            4      4      4
0       rw-p /usr/lib/libboost_filesystem.so.1.72.0                            4      4      4
0       r-xp /usr/lib/libboost_system.so.1.72.0                                4      0      0
0       r--p /usr/lib/libboost_system.so.1.72.0                                4      4      4
0       rw-p /usr/lib/libboost_system.so.1.72.0                                4      4      4
0       rw-p /app/lib/libfile-explorer.so.1.0.0                                4      4      4
0       r--p /app/lib/libtimer.so.0.0.1                                        4      4      4
0       rw-p /app/lib/libtimer.so.0.0.1                                        4      4      4
0       rw-p /app/lib/libsource.so.1.0.0                                       4      4      4
0       rw-p /app/lib/libbt.so.1.0.0                                           4      4      4
0       rw-p /app/lib/libpersist.so.0.0.1                                      4      4      4
0       rw-p /app/lib/libradio.so.1.0.0                                        4      4      4
0       r--p /app/lib/libbasic.so.1.0.0                                        4      4      4
0       rw-p /app/lib/libbasic.so.1.0.0                                        4      4      4
0       r--p /app/lib/libservicefw.so.1.0.0                                    4      4      4
0       rw-p /app/lib/libservicefw.so.1.0.0                                    4      4      4
0       r--p /app/lib/libCommomUtils.so.1.0.0                                  4      4      4
0       rw-p /app/lib/libCommomUtils.so.1.0.0                                  4      4      4
0       r--p /usr/lib/libilmCommon.so.2.2.0                                    4      4      4
0       rw-p /usr/lib/libilmCommon.so.2.2.0                                    4      4      4
0       r--p /usr/lib/libilmControl.so.2.2.0                                   4      4      4
0       rw-p /usr/lib/libilmControl.so.2.2.0                                   4      4      4
0       r--p /usr/lib/libilmClient.so.2.2.0                                    4      4      4
0       rw-p /usr/lib/libilmClient.so.2.2.0                                    4      4      4
0       rw-p /app/lib/libFantasy.so.0.0.0                                      4      4      4
0       rw-p /app/lib/libframework.so.0.0.1                                    4      4      4
0       r--p /app/lib/libcvi-lib-timer.so                                      4      4      4
0       rw-p /app/lib/libcvi-lib-timer.so                                      4      4      4
0       r--p /lib/libpthread-2.31.so                                           4      4      4
0       rw-p /lib/libpthread-2.31.so                                           4      4      4
0       rw-p /usr/lib/libprotobuf.so.22.0.4                                    4      4      4
0       r--p [vvar]                                                            4      0      0
0       r-xp [vdso]                                                            4      0      0
0       r--p /lib/ld-2.31.so                                                   4      4      4
